10000 	  0.00155864
17600  0.002819
25200  0.004727
32800  0.005676
40400  0.007298
48000  0.009405
55600  0.009547
63200  0.011275
70800  0.012969
78400  0.015245
86000  0.017083
93600  0.019662
101200  0.021864
108800  0.019053
116400  0.021015
124000  0.023478
131600  0.024908
139200  0.026723
146800  0.028672
154400  0.030882
162000  0.032789
169600  0.034757
177200  0.03713
184800  0.039951
192400  0.041369
