10000  0.117256
17600  0.359074
25200  0.737175
32800  1.24206
40400  1.88588
48000  2.66334
55600  3.57109
63200  4.61608
70800  5.78523
78400  7.09463
86000  8.53547
93600  10.1179
101200  11.8065
108800  13.6546
116400  15.6192
124000  17.7472
131600  19.9885
139200  22.3559
146800  24.8439
154400  27.5282
162000  30.2532
169600  35.2392
177200  36.2317
184800  39.4081
192400  42.7032
200000  46.1832
