10000 0.0938404
17600 0.290766
25200 0.599571
32800 1.01231
40400 1.5128
48000 2.14481
55600 2.88994
63200 3.70183
70800 4.6777
78400 5.73385
86000 6.94295
93600 8.2323
101200 9.62902
108800 11.16
116400 13.4192
124000 15.8072
131600 17.5316
139200 19.7099
146800 21.6786
154400 24.6134
162000 26.6298
169600 27.8852
177200 31.4581
184800 35.0845
192400 34.6138
200000 37.6923
