100	0,0000057
150	0,0000034
200	0,0000047
250	0,0000084
300	0,0000157
350	0,0000343
400	0,0000601
450	0,000121
500	0,00024
550	0,0004759
600	0,0009451
650	0,001824
700	0,0035786
750	0,0066747
800	0,0116859
850	0,0227007
900	0,0454393
950	0,0909254
1000	0,1810371
1050	0,362441
1100	0,7208075
1150	1,439379
1200	2,881709
1250	5,760698
1300	11,51001

