100	0,0000473
600	0,0003325
1100	0,0009438
1600	0,0020146
2100	0,0031525
2600	0,0049387
3100	0,0057985
3600	0,0083532
4100	0,0096899
4600	0,0134595
5100	0,0155387
5600	0,0190226
6100	0,0267483
6600	0,0303629
7100	0,0297015
7600	0,0363119
8100	0,0413743
8600	0,0563764
9100	0,0560221
9600	0,0569847
10100	0,0608712
10600	0,0691447
11100	0,095087
11600	0,0843858
12100	0,0981963
